,Compound,Negative,Neutral,Positive,Text,Time of Tweet,Tweet Count,Tweets Ago,User
37,0.06757368421052631,0.7921578947368421,0.0825263157894737,0.1251842105263158,@BBC Crying shame what happened to @bbcthree. A fantastic platform for never-been-tested-talent. #bbcthree,Sun Sep 16 01:59:20 +0000 2018,38,38,@BBC
38,0.06912307692307693,0.7884615384615384,0.08425641025641027,0.1271282051282051,"RT @n454h_: @realDonaldTrump You have special agreement with them and you are killing your citizents for your boss. 
Storm and others just…",Sun Sep 16 01:59:02 +0000 2018,39,39,@BBC
39,0.06739500000000001,0.79375,0.08214999999999999,0.12395,RT @StockMonsterUSA: Watch out @BBC. Pompeo's gonna tear you a new one https://t.co/tXShjMTpkI,Sun Sep 16 01:58:12 +0000 2018,40,40,@BBC
40,0.06575121951219513,0.7987804878048781,0.08014634146341462,0.1209268292682927,RT @TomLondon6: Why does @BBC give more airtime to Julia Hartley-Brewer @JuliaHB1 than to the entire 13.5 million people in the UK living i…,Sun Sep 16 02:10:15 +0000 2018,41,41,@BBC
41,0.05558571428571429,0.7957857142857143,0.08292857142857142,0.12114285714285715,"@BBC @HoneyBadgerBite Thanks for retweeting.
Unimaginably evil, I can't imagine the trauma... The only upside is th… https://t.co/UIgN517SG9",Sun Sep 16 02:10:11 +0000 2018,42,42,@BBC
42,0.05489302325581395,0.7949767441860466,0.08372093023255812,0.12116279069767442,RT @judithnwana: #Cameroon: Student police officers to reinforce security ahead of Presidential election as #SouthernCameroons conflict esc…,Sun Sep 16 02:09:19 +0000 2018,43,43,@BBC
43,0.06277954545454545,0.7940454545454546,0.08361363636363636,0.12220454545454545,RT @georgegalloway: Dear @BBC In 2002 #JohnMalkovich  stated he would like to shoot me and Robert Fisk. At the time I was an MP and Mr Fisk…,Sun Sep 16 02:09:15 +0000 2018,44,44,@BBC
44,0.061384444444444436,0.7986222222222222,0.08175555555555555,0.11948888888888888,@BBC @bbcthree More money for @bbcthree!,Sun Sep 16 02:09:10 +0000 2018,45,45,@BBC
45,0.05892826086956521,0.7972173913043479,0.08293478260869565,0.11969565217391305,RT @Secominfo: Colonial Dogvernor tries to persuade fleeing Ambazonians to stay in a war zone and be massacred by his trigger happy boy's s…,Sun Sep 16 02:07:41 +0000 2018,46,46,@BBC
46,0.06622553191489361,0.7962978723404256,0.08285106382978724,0.12070212765957447,RT @georgegalloway: Dear @BBC In 2002 #JohnMalkovich  stated he would like to shoot me and Robert Fisk. At the time I was an MP and Mr Fisk…,Sun Sep 16 02:07:32 +0000 2018,47,47,@BBC
47,0.07321875000000001,0.7954166666666667,0.08277083333333334,0.12166666666666666,RT @georgegalloway: Dear @BBC In 2002 #JohnMalkovich  stated he would like to shoot me and Robert Fisk. At the time I was an MP and Mr Fisk…,Sun Sep 16 02:06:44 +0000 2018,48,48,@BBC
48,0.08759591836734694,0.7833469387755102,0.08108163265306122,0.13542857142857143,"@Darksonic22 @BBC Agree, agree, agree!",Sun Sep 16 02:06:44 +0000 2018,49,49,@BBC
49,0.097832,0.7846599999999999,0.07946,0.13574,"RT @marvelous_lie: @BBC @GyakutennoMeg And yet, Feminists will champion this exact same kind of woman while the MSM will be complicit in it…",Sun Sep 16 02:05:18 +0000 2018,50,50,@BBC
50,0.08842745098039216,0.7832745098039214,0.08170588235294117,0.13486274509803922,"@BBC Please note my emails, social media, computer and mobile are hacked. No information was sent to ‘Have your say… https://t.co/QRYzQ3iJmi",Sun Sep 16 02:04:48 +0000 2018,51,51,@BBC
51,0.08060769230769231,0.7855384615384615,0.08203846153846153,0.13226923076923078,RT @SameerJainleo: Why the govt is desperate to represent father's as absurd memeber in india. They are breaking the institution of marriag…,Sun Sep 16 02:04:39 +0000 2018,52,52,@BBC
52,0.07908679245283019,0.7895849056603773,0.08049056603773586,0.12977358490566038,"RT @rsdass1819: #हरियाणा_में_आतंक हरियाणा में हाहाकार कहां सोई हुई है सरकार कितना हो रहा है अत्याचार
@rashtrapatibhvn 
@PMOIndia 
@BBC 
@aa…",Sun Sep 16 02:03:11 +0000 2018,53,53,@BBC
53,0.07762222222222223,0.7934814814814815,0.079,0.12737037037037038,"RT @AlokKum22017698: माननीय मुख्यमंत्री जी/प्रधानमंत्री जी!
     आपने अपने संकल्प पत्र में कहा था कि हम शिक्षामित्रों की समस्या का समाधान…",Sun Sep 16 02:02:08 +0000 2018,54,54,@BBC
54,0.07082909090909091,0.7953454545454546,0.07945454545454546,0.12505454545454545,lutávio é melhor do que vários casais por ai que vivem no queerbaiting e só serviram pra iludir a audiência viu @bbc https://t.co/KNLP209khv,Sun Sep 16 02:00:32 +0000 2018,55,55,@BBC
55,0.06956428571428572,0.799,0.07803571428571428,0.12282142857142857,@ProfFrancesca @BBC So right. Two preachers turned up this week claiming to preach from ‘Genesis to Revelation’. It… https://t.co/gWHqRrh64G,Sun Sep 16 01:59:56 +0000 2018,56,56,@BBC
56,0.07539473684210526,0.7982105263157895,0.07805263157894735,0.12359649122807018,RT @georgegalloway: Dear @BBC In 2002 #JohnMalkovich  stated he would like to shoot me and Robert Fisk. At the time I was an MP and Mr Fisk…,Sun Sep 16 01:59:54 +0000 2018,57,57,@BBC
57,0.06751206896551724,0.7927068965517241,0.08239655172413791,0.12475862068965517,@BBC Crying shame what happened to @bbcthree. A fantastic platform for never-been-tested-talent. #bbcthree,Sun Sep 16 01:59:20 +0000 2018,58,58,@BBC
58,0.06853728813559322,0.7902542372881356,0.08354237288135592,0.1260508474576271,"RT @n454h_: @realDonaldTrump You have special agreement with them and you are killing your citizents for your boss. 
Storm and others just…",Sun Sep 16 01:59:02 +0000 2018,59,59,@BBC
59,0.06739500000000001,0.79375,0.08214999999999999,0.12394999999999999,RT @StockMonsterUSA: Watch out @BBC. Pompeo's gonna tear you a new one https://t.co/tXShjMTpkI,Sun Sep 16 01:58:12 +0000 2018,60,60,@BBC
60,0.06629016393442623,0.7971311475409836,0.08080327868852458,0.12191803278688523,RT @TomLondon6: Why does @BBC give more airtime to Julia Hartley-Brewer @JuliaHB1 than to the entire 13.5 million people in the UK living i…,Sun Sep 16 02:10:15 +0000 2018,61,61,@BBC
61,0.05939516129032258,0.7951290322580645,0.0826774193548387,0.12204838709677418,"@BBC @HoneyBadgerBite Thanks for retweeting.
Unimaginably evil, I can't imagine the trauma... The only upside is th… https://t.co/UIgN517SG9",Sun Sep 16 02:10:11 +0000 2018,62,62,@BBC
62,0.05886190476190476,0.7945873015873016,0.08322222222222221,0.12204761904761903,RT @judithnwana: #Cameroon: Student police officers to reinforce security ahead of Presidential election as #SouthernCameroons conflict esc…,Sun Sep 16 02:09:19 +0000 2018,63,63,@BBC
63,0.064221875,0.793953125,0.08315625,0.12275,RT @georgegalloway: Dear @BBC In 2002 #JohnMalkovich  stated he would like to shoot me and Robert Fisk. At the time I was an MP and Mr Fisk…,Sun Sep 16 02:09:15 +0000 2018,64,64,@BBC
64,0.06323384615384615,0.7971230769230769,0.08187692307692308,0.12086153846153846,@BBC @bbcthree More money for @bbcthree!,Sun Sep 16 02:09:10 +0000 2018,65,65,@BBC
65,0.0614939393939394,0.7961666666666667,0.0826969696969697,0.12098484848484847,RT @Secominfo: Colonial Dogvernor tries to persuade fleeing Ambazonians to stay in a war zone and be massacred by his trigger happy boy's s…,Sun Sep 16 02:07:41 +0000 2018,66,66,@BBC
66,0.06657462686567166,0.7955373134328358,0.08264179104477612,0.12167164179104477,RT @georgegalloway: Dear @BBC In 2002 #JohnMalkovich  stated he would like to shoot me and Robert Fisk. At the time I was an MP and Mr Fisk…,Sun Sep 16 02:07:32 +0000 2018,67,67,@BBC
67,0.0715058823529412,0.7949264705882353,0.08258823529411764,0.12233823529411764,RT @georgegalloway: Dear @BBC In 2002 #JohnMalkovich  stated he would like to shoot me and Robert Fisk. At the time I was an MP and Mr Fisk…,Sun Sep 16 02:06:44 +0000 2018,68,68,@BBC
68,0.08174057971014495,0.7863623188405797,0.08139130434782609,0.1321014492753623,"@Darksonic22 @BBC Agree, agree, agree!",Sun Sep 16 02:06:44 +0000 2018,69,69,@BBC
69,0.0891357142857143,0.7872571428571428,0.08022857142857143,0.13237142857142856,"RT @marvelous_lie: @BBC @GyakutennoMeg And yet, Feminists will champion this exact same kind of woman while the MSM will be complicit in it…",Sun Sep 16 02:05:18 +0000 2018,70,70,@BBC
70,0.08250281690140847,0.786225352112676,0.08183098591549295,0.13178873239436617,"@BBC Please note my emails, social media, computer and mobile are hacked. No information was sent to ‘Have your say… https://t.co/QRYzQ3iJmi",Sun Sep 16 02:04:48 +0000 2018,71,71,@BBC
71,0.0769375,0.7878194444444444,0.08206944444444443,0.12995833333333331,RT @SameerJainleo: Why the govt is desperate to represent father's as absurd memeber in india. They are breaking the institution of marriag…,Sun Sep 16 02:04:39 +0000 2018,72,72,@BBC
72,0.07588356164383563,0.7907260273972603,0.08094520547945204,0.1281780821917808,"RT @rsdass1819: #हरियाणा_में_आतंक हरियाणा में हाहाकार कहां सोई हुई है सरकार कितना हो रहा है अत्याचार
@rashtrapatibhvn 
@PMOIndia 
@BBC 
@aa…",Sun Sep 16 02:03:11 +0000 2018,73,73,@BBC
73,0.07485810810810811,0.793554054054054,0.07985135135135134,0.12644594594594594,"RT @AlokKum22017698: माननीय मुख्यमंत्री जी/प्रधानमंत्री जी!
     आपने अपने संकल्प पत्र में कहा था कि हम शिक्षामित्रों की समस्या का समाधान…",Sun Sep 16 02:02:08 +0000 2018,74,74,@BBC
74,0.06991333333333333,0.79492,0.08017333333333332,0.12476,lutávio é melhor do que vários casais por ai que vivem no queerbaiting e só serviram pra iludir a audiência viu @bbc https://t.co/KNLP209khv,Sun Sep 16 02:00:32 +0000 2018,75,75,@BBC
75,0.06899342105263158,0.7976184210526316,0.07911842105263156,0.12311842105263157,@ProfFrancesca @BBC So right. Two preachers turned up this week claiming to preach from ‘Genesis to Revelation’. It… https://t.co/gWHqRrh64G,Sun Sep 16 01:59:56 +0000 2018,76,76,@BBC
76,0.07331688311688313,0.797051948051948,0.0791168831168831,0.12368831168831168,RT @georgegalloway: Dear @BBC In 2002 #JohnMalkovich  stated he would like to shoot me and Robert Fisk. At the time I was an MP and Mr Fisk…,Sun Sep 16 01:59:54 +0000 2018,77,77,@BBC
77,0.06748205128205129,0.792974358974359,0.08233333333333331,0.12455128205128205,@BBC Crying shame what happened to @bbcthree. A fantastic platform for never-been-tested-talent. #bbcthree,Sun Sep 16 01:59:20 +0000 2018,78,78,@BBC
78,0.06824810126582279,0.7911392405063291,0.08318987341772151,0.12551898734177216,"RT @n454h_: @realDonaldTrump You have special agreement with them and you are killing your citizents for your boss. 
Storm and others just…",Sun Sep 16 01:59:02 +0000 2018,79,79,@BBC
79,0.06739500000000001,0.79375,0.08214999999999999,0.12395,RT @StockMonsterUSA: Watch out @BBC. Pompeo's gonna tear you a new one https://t.co/tXShjMTpkI,Sun Sep 16 01:58:12 +0000 2018,80,80,@BBC
80,0.06656296296296296,0.7962962962962963,0.08113580246913579,0.12241975308641975,RT @TomLondon6: Why does @BBC give more airtime to Julia Hartley-Brewer @JuliaHB1 than to the entire 13.5 million people in the UK living i…,Sun Sep 16 02:10:15 +0000 2018,81,81,@BBC
81,0.06134634146341464,0.7947926829268293,0.08254878048780487,0.12251219512195123,"@BBC @HoneyBadgerBite Thanks for retweeting.
Unimaginably evil, I can't imagine the trauma... The only upside is th… https://t.co/UIgN517SG9",Sun Sep 16 02:10:11 +0000 2018,82,82,@BBC
82,0.06091807228915663,0.7943855421686746,0.08296385542168674,0.12250602409638556,RT @judithnwana: #Cameroon: Student police officers to reinforce security ahead of Presidential election as #SouthernCameroons conflict esc…,Sun Sep 16 02:09:19 +0000 2018,83,83,@BBC
83,0.06497738095238097,0.7939047619047619,0.08291666666666665,0.12303571428571429,RT @georgegalloway: Dear @BBC In 2002 #JohnMalkovich  stated he would like to shoot me and Robert Fisk. At the time I was an MP and Mr Fisk…,Sun Sep 16 02:09:15 +0000 2018,84,84,@BBC
84,0.0642129411764706,0.796329411764706,0.08194117647058823,0.12158823529411766,@BBC @bbcthree More money for @bbcthree!,Sun Sep 16 02:09:10 +0000 2018,85,85,@BBC
85,0.06286627906976745,0.7956046511627907,0.08256976744186045,0.12167441860465117,RT @Secominfo: Colonial Dogvernor tries to persuade fleeing Ambazonians to stay in a war zone and be massacred by his trigger happy boy's s…,Sun Sep 16 02:07:41 +0000 2018,86,86,@BBC
86,0.06676321839080461,0.7951264367816092,0.0825287356321839,0.12219540229885058,RT @georgegalloway: Dear @BBC In 2002 #JohnMalkovich  stated he would like to shoot me and Robert Fisk. At the time I was an MP and Mr Fisk…,Sun Sep 16 02:07:32 +0000 2018,87,87,@BBC
87,0.0705715909090909,0.794659090909091,0.08248863636363636,0.12270454545454547,RT @georgegalloway: Dear @BBC In 2002 #JohnMalkovich  stated he would like to shoot me and Robert Fisk. At the time I was an MP and Mr Fisk…,Sun Sep 16 02:06:44 +0000 2018,88,88,@BBC
88,0.07851685393258427,0.7880224719101123,0.08156179775280899,0.13026966292134834,"@Darksonic22 @BBC Agree, agree, agree!",Sun Sep 16 02:06:44 +0000 2018,89,89,@BBC
89,0.08430444444444445,0.7887000000000001,0.08065555555555556,0.1305,"RT @marvelous_lie: @BBC @GyakutennoMeg And yet, Feminists will champion this exact same kind of woman while the MSM will be complicit in it…",Sun Sep 16 02:05:18 +0000 2018,90,90,@BBC
90,0.07918241758241758,0.7878791208791209,0.08190109890109891,0.13006593406593406,"@BBC Please note my emails, social media, computer and mobile are hacked. No information was sent to ‘Have your say… https://t.co/QRYzQ3iJmi",Sun Sep 16 02:04:48 +0000 2018,91,91,@BBC
91,0.07486304347826087,0.7891086956521739,0.08208695652173914,0.12865217391304348,RT @SameerJainleo: Why the govt is desperate to represent father's as absurd memeber in india. They are breaking the institution of marriag…,Sun Sep 16 02:04:39 +0000 2018,92,92,@BBC
92,0.07405806451612902,0.7913763440860215,0.08120430107526883,0.12726881720430108,"RT @rsdass1819: #हरियाणा_में_आतंक हरियाणा में हाहाकार कहां सोई हुई है सरकार कितना हो रहा है अत्याचार
@rashtrapatibhvn 
@PMOIndia 
@BBC 
@aa…",Sun Sep 16 02:03:11 +0000 2018,93,93,@BBC
93,0.07327021276595744,0.793595744680851,0.0803404255319149,0.12591489361702127,"RT @AlokKum22017698: माननीय मुख्यमंत्री जी/प्रधानमंत्री जी!
     आपने अपने संकल्प पत्र में कहा था कि हम शिक्षामित्रों की समस्या का समाधान…",Sun Sep 16 02:02:08 +0000 2018,94,94,@BBC
94,0.06938315789473684,0.7946736842105263,0.08058947368421053,0.12458947368421053,lutávio é melhor do que vários casais por ai que vivem no queerbaiting e só serviram pra iludir a audiência viu @bbc https://t.co/KNLP209khv,Sun Sep 16 02:00:32 +0000 2018,95,95,@BBC
95,0.06866041666666667,0.7968125,0.07975,0.12329166666666669,@ProfFrancesca @BBC So right. Two preachers turned up this week claiming to preach from ‘Genesis to Revelation’. It… https://t.co/gWHqRrh64G,Sun Sep 16 01:59:56 +0000 2018,96,96,@BBC
96,0.0720958762886598,0.7963711340206187,0.0797422680412371,0.12374226804123713,RT @georgegalloway: Dear @BBC In 2002 #JohnMalkovich  stated he would like to shoot me and Robert Fisk. At the time I was an MP and Mr Fisk…,Sun Sep 16 01:59:54 +0000 2018,97,97,@BBC
97,0.06746428571428571,0.7931326530612245,0.08229591836734694,0.12442857142857146,@BBC Crying shame what happened to @bbcthree. A fantastic platform for never-been-tested-talent. #bbcthree,Sun Sep 16 01:59:20 +0000 2018,98,98,@BBC
98,0.06807575757575758,0.7916666666666666,0.08297979797979797,0.12520202020202023,"RT @n454h_: @realDonaldTrump You have special agreement with them and you are killing your citizents for your boss. 
Storm and others just…",Sun Sep 16 01:59:02 +0000 2018,99,99,@BBC
99,0.06739500000000001,0.79375,0.08215,0.12395000000000003,RT @StockMonsterUSA: Watch out @BBC. Pompeo's gonna tear you a new one https://t.co/tXShjMTpkI,Sun Sep 16 01:58:12 +0000 2018,100,100,@BBC
100,0.0599871287128713,0.7938514851485149,0.08327722772277227,0.12272277227722775,RT @dal2077: @politvidchannel The handwriting is on wall as bricks start to fall &amp; dysfunction of the GOP is about to be crushed by people…,Sun Sep 16 02:12:56 +0000 2018,101,101,@CBS
101,0.05939901960784315,0.7958725490196079,0.08246078431372549,0.12151960784313728,RT @tellthetruth69: @OMGno2trump Can every person who signed that letter be verified?  He went to an all boys school. Who had 65 close fema…,Sun Sep 16 02:12:39 +0000 2018,102,102,@CBS
102,0.053090291262135936,0.7958737864077671,0.08364077669902913,0.12033980582524274,"RT @Watcher_Then: .@CNN  .@cnni  .@cnnbrk  .@nytimes  .@RollingStone .@ABC  .@ABCNetwork  .@CBS  .@NBCNews 
😆 YOU FAKE NEWS  CIA. JACKASSES…",Sun Sep 16 02:11:07 +0000 2018,103,103,@CBS
103,0.0469028846153846,0.7957692307692307,0.08490384615384615,0.11918269230769232,".@CNN  .@cnni  .@cnnbrk  .@nytimes  .@RollingStone .@ABC  .@ABCNetwork  .@CBS  .@NBCNews 
😆 YOU FAKE NEWS  CIA. JAC… https://t.co/xp5KSgXsun",Sun Sep 16 02:10:38 +0000 2018,104,104,@CBS
104,0.04645619047619046,0.7977142857142856,0.0840952380952381,0.11804761904761905,@CoreyChadwick42 @LaurieKafka @davidmweissman @IngrahamAngle @JoeNBC @NicolleDWallace @FoxNews @CNN @MSNBC @NBCNews… https://t.co/xjlbkEgl9A,Sun Sep 16 02:10:38 +0000 2018,105,105,@CBS
105,0.046017924528301876,0.7996226415094339,0.08330188679245283,0.11693396226415095,"RT @AuburnFootball: Can you feel it? Let's go! All the info you need for GAMEDAY! ⤵️

⌚️ 2:30 pm CT
📍 Jordan-Hare Stadium
📺 @CBS
💻 https://…",Sun Sep 16 02:10:29 +0000 2018,106,106,@CBS
106,0.05142803738317756,0.7997570093457942,0.08252336448598131,0.11757943925233647,"RT @RobertDRoseJr1: Great news today... 

and a message to Mountain Home VAMC employees... 

Case #18-5970 - Appeal brings Mountain Home VA…",Sun Sep 16 02:09:59 +0000 2018,107,107,@CBS
107,0.05071296296296295,0.7994722222222221,0.08285185185185186,0.11753703703703705,RT @RochieWBZ: .@Patriots fans - THIS.......will get you ready for Sunday afternoon's battle on #WBZ Ch 4 - @cbs @wbz #NEvsJAX https://t.co…,Sun Sep 16 02:09:44 +0000 2018,108,108,@CBS
